datetime,locomotive_id,Latitude,Longitude,Altitude,Locomotive_Heading,Locomotive_Speed,primary_locomotive_speed
11/29/2025 0:00:00,BNSF8409,37.14041167,88.78352998,82.1,155.3,0,0
11/29/2025 0:00:01,BNSF8409,37.14041167,88.78352998,82.1,155.3,0,0
11/29/2025 0:00:02,BNSF8409,37.14041167,88.78352998,82.1,155.3,0,0
11/29/2025 0:00:03,BNSF8409,37.14041167,88.78352998,82.1,155.3,0,0
11/29/2025 0:00:04,BNSF8409,37.14041167,88.78352998,82.1,155.3,0,0
11/29/2025 0:00:05,BNSF8409,37.14041167,88.78352998,82.1,155.3,0,0
11/29/2025 0:00:06,BNSF8409,37.14041,88.78352998,82.1,155.3,0,0
11/29/2025 0:00:07,BNSF8409,37.14041,88.78352998,82.1,155.3,0,0
11/29/2025 0:00:08,BNSF8409,37.14041167,88.78352998,82.1,155.3,0,0
11/29/2025 0:00:09,BNSF8409,37.14041167,88.78352998,82.1,155.3,0,0
11/29/2025 0:00:10,BNSF8409,37.14041,88.78352998,82.1,155.3,0,0
11/29/2025 0:00:11,BNSF8409,37.14041167,88.78352998,82.1,155.3,0,0
11/29/2025 0:00:12,BNSF8409,37.14041167,88.78352998,82.1,155.3,0,0
11/29/2025 0:00:13,BNSF8409,37.14041167,88.78352998,82.1,155.3,0,0
11/29/2025 0:00:14,BNSF8409,37.14041167,88.78352998,82.1,155.3,0,0
11/29/2025 0:00:15,BNSF8409,37.14041,88.78352998,82.1,155.3,0,0
11/29/2025 0:00:16,BNSF8409,37.14041,88.78352998,82.1,155.3,0,0
11/29/2025 0:00:17,BNSF8409,37.14041,88.78352998,82.1,155.3,0,0
11/29/2025 0:00:18,BNSF8409,37.14041,88.78352998,82.1,155.3,0,0
11/29/2025 0:00:19,BNSF8409,37.14041,88.78352998,82.1,155.3,0,0
11/29/2025 0:00:20,BNSF8409,37.14041,88.78352998,82.1,155.3,0,0
11/29/2025 0:00:21,BNSF8409,37.14041,88.78352998,82.1,155.3,0,0
11/29/2025 0:00:22,BNSF8409,37.14041,88.78352998,82.1,155.3,0,0
11/29/2025 0:00:23,BNSF8409,37.14041,88.78352998,82.1,155.3,0,0
11/29/2025 0:00:24,BNSF8409,37.14041,88.78352998,82.1,155.3,0,0
11/29/2025 0:00:25,BNSF8409,37.14041,88.78352998,82.1,155.3,0,0
11/29/2025 0:00:26,BNSF8409,37.14041,88.78352998,82.1,155.3,0,0
11/29/2025 0:00:27,BNSF8409,37.14041,88.78352998,82.1,155.3,0,0
11/29/2025 0:00:28,BNSF8409,37.14041,88.78352998,82.1,155.3,0,0
11/29/2025 0:00:29,BNSF8409,37.14041,88.78353167,82.1,155.3,0,0
11/29/2025 0:00:30,BNSF8409,37.14041,88.78353167,82.1,155.3,0,0
11/29/2025 0:00:31,BNSF8409,37.14041,88.78353167,82.1,155.3,0,0
11/29/2025 0:00:32,BNSF8409,37.14041,88.78353167,82.1,155.3,0,0
11/29/2025 0:00:33,BNSF8409,37.14041,88.78353167,82.1,155.3,0,0
11/29/2025 0:00:34,BNSF8409,37.14041,88.78353167,82.1,155.3,0,0
11/29/2025 0:00:35,BNSF8409,37.14041,88.78353167,82.1,155.3,0,0
11/29/2025 0:00:36,BNSF8409,37.14041167,88.78353167,82.1,155.3,0,0
11/29/2025 0:00:37,BNSF8409,37.14041167,88.78353167,82.1,155.3,0,0
11/29/2025 0:00:38,BNSF8409,37.14041167,88.78353167,82.1,155.3,0,0
11/29/2025 0:00:39,BNSF8409,37.14041167,88.78353167,82.1,155.3,0,0
11/29/2025 0:00:40,BNSF8409,37.14041167,88.78353167,82.1,155.3,0,0
11/29/2025 0:00:41,BNSF8409,37.14041167,88.78353167,82.1,155.3,0,0
11/29/2025 0:00:42,BNSF8409,37.14041167,88.78353167,82.1,155.3,0,0
11/29/2025 0:00:43,BNSF8409,37.14041167,88.78353167,82.1,155.3,0,0
11/29/2025 0:00:44,BNSF8409,37.14041167,88.78353167,82.1,155.3,0,0
11/29/2025 0:00:45,BNSF8409,37.14041167,88.78353167,82.1,155.3,0,0
11/29/2025 0:00:46,BNSF8409,37.14041167,88.78353167,82.1,155.3,0,0
11/29/2025 0:00:47,BNSF8409,37.14041167,88.78353167,82.1,155.3,0,0
11/29/2025 0:00:48,BNSF8409,37.14041167,88.78353167,82.1,155.3,0,0
11/29/2025 0:00:49,BNSF8409,37.14041,88.78353167,82.1,155.3,0,0
11/29/2025 0:00:50,BNSF8409,37.14041,88.78353167,82.1,155.3,0,0
11/29/2025 0:00:51,BNSF8409,37.14041,88.78353167,82.1,155.3,0,0
11/29/2025 0:00:52,BNSF8409,37.14041,88.78353167,82.1,155.3,0,0
11/29/2025 0:00:53,BNSF8409,37.14041,88.78353167,82.1,155.3,0,0
11/29/2025 0:00:54,BNSF8409,37.14041,88.78353167,82.1,155.3,0,0
11/29/2025 0:00:55,BNSF8409,37.14041,88.78353167,82.1,155.3,0,0
11/29/2025 0:00:56,BNSF8409,37.14041,88.78353167,82.1,155.3,0,0
11/29/2025 0:00:57,BNSF8409,37.14041,88.78353167,82.1,155.3,0,0
11/29/2025 0:00:58,BNSF8409,37.14041,88.78353167,82.1,155.3,0,0
11/29/2025 0:00:59,BNSF8409,37.14041,88.78353167,82.1,155.3,0,0
11/29/2025 0:01:00,BNSF8409,37.14041,88.78353167,82.1,155.3,0,0
11/29/2025 0:01:01,BNSF8409,37.14041,88.78353167,82.1,155.3,0,0
11/29/2025 0:01:02,BNSF8409,37.14041,88.78353167,82.1,155.3,0,0
11/29/2025 0:01:03,BNSF8409,37.14041,88.78353167,82.1,155.3,0,0
11/29/2025 0:01:04,BNSF8409,37.14041,88.78353167,82.1,155.3,0,0
11/29/2025 0:01:05,BNSF8409,37.14041,88.78353167,82.1,155.3,0,0
11/29/2025 0:01:06,BNSF8409,37.14041,88.78353167,82.1,155.3,0,0
11/29/2025 0:01:07,BNSF8409,37.14041,88.78353167,82.1,155.3,0,0
11/29/2025 0:01:08,BNSF8409,37.14041,88.78353167,82.1,155.3,0,0
11/29/2025 0:01:09,BNSF8409,37.14041,88.78353167,82.1,155.3,0,0
11/29/2025 0:01:10,BNSF8409,37.14041,88.78353167,82.1,155.3,0,0
11/29/2025 0:01:11,BNSF8409,37.14041,88.78353167,82.1,155.3,0,0
11/29/2025 0:01:12,BNSF8409,37.14041,88.78353167,82.1,155.3,0,0
11/29/2025 0:01:13,BNSF8409,37.14041,88.78353167,82.1,155.3,0,0
11/29/2025 0:01:14,BNSF8409,37.14041,88.78353167,82.1,155.3,0,0
11/29/2025 0:01:15,BNSF8409,37.14041,88.78353167,82.1,155.3,0,0
11/29/2025 0:01:16,BNSF8409,37.14041,88.78353167,82.1,155.3,0,0
11/29/2025 0:01:17,BNSF8409,37.14041,88.78353167,82,155.3,0,0
11/29/2025 0:01:18,BNSF8409,37.14041,88.78353167,82,155.3,0,0
11/29/2025 0:01:19,BNSF8409,37.14041,88.78353167,82,155.3,0,0
11/29/2025 0:01:20,BNSF8409,37.14041,88.78353167,82,155.3,0,0
11/29/2025 0:01:21,BNSF8409,37.14041,88.78353167,82,155.3,0,0
11/29/2025 0:01:22,BNSF8409,37.14041,88.78353167,82,155.3,0,0
11/29/2025 0:01:23,BNSF8409,37.14041,88.78353167,82,155.3,0,0
11/29/2025 0:01:24,BNSF8409,37.14041,88.78353167,82,155.3,0,0
11/29/2025 0:01:25,BNSF8409,37.14041,88.78353167,82,155.3,0,0
11/29/2025 0:01:26,BNSF8409,37.14041,88.78353167,82,155.3,0,0
11/29/2025 0:01:27,BNSF8409,37.14041,88.78353167,82,155.3,0,0
11/29/2025 0:01:28,BNSF8409,37.14041,88.78353167,82,155.3,0,0
11/29/2025 0:01:29,BNSF8409,37.14041,88.78353167,82,155.3,0,0
11/29/2025 0:01:30,BNSF8409,37.14041,88.78353167,82,155.3,0,0
11/29/2025 0:01:31,BNSF8409,37.14041,88.78353167,82,155.3,0,0
11/29/2025 0:01:32,BNSF8409,37.14041,88.78353167,82,155.3,0,0
11/29/2025 0:01:33,BNSF8409,37.14041,88.78353167,82,155.3,0,0
11/29/2025 0:01:34,BNSF8409,37.14041,88.78353167,81.9,155.3,0,0
11/29/2025 0:01:35,BNSF8409,37.14041167,88.78353167,81.9,155.3,0,0
11/29/2025 0:01:36,BNSF8409,37.14041167,88.78353167,81.8,155.3,0,0
11/29/2025 0:01:37,BNSF8409,37.14041167,88.78353167,81.8,155.3,0,0
11/29/2025 0:01:38,BNSF8409,37.14041167,88.78353167,81.8,155.3,0,0
11/29/2025 0:01:39,BNSF8409,37.14041167,88.78353167,81.8,155.3,0,0
11/29/2025 0:01:40,BNSF8409,37.14041167,88.78353167,81.8,155.3,0,0
11/29/2025 0:01:41,BNSF8409,37.14041167,88.78353167,81.8,155.3,0,0
11/29/2025 0:01:42,BNSF8409,37.14041167,88.78353167,81.8,155.3,0,0
11/29/2025 0:01:43,BNSF8409,37.14041167,88.78353167,81.8,155.3,0,0
11/29/2025 0:01:44,BNSF8409,37.14041167,88.78353167,81.8,155.3,0,0
11/29/2025 0:01:45,BNSF8409,37.14041167,88.78353167,81.8,155.3,0,0
11/29/2025 0:01:46,BNSF8409,37.14041167,88.78353167,81.8,155.3,0,0
11/29/2025 0:01:47,BNSF8409,37.14041167,88.78353167,81.8,155.3,0,0
11/29/2025 0:01:48,BNSF8409,37.14041167,88.78353167,81.8,155.3,0,0
11/29/2025 0:01:49,BNSF8409,37.14041167,88.78353167,81.8,155.3,0,0
11/29/2025 0:01:50,BNSF8409,37.14041167,88.78353167,81.8,155.3,0,0
11/29/2025 0:01:51,BNSF8409,37.14041167,88.78353167,81.8,155.3,0,0
11/29/2025 0:01:52,BNSF8409,37.14041167,88.78353167,81.8,155.3,0,0
11/29/2025 0:01:53,BNSF8409,37.14041167,88.78353167,81.8,155.3,0,0
11/29/2025 0:01:54,BNSF8409,37.14041167,88.78353167,81.8,155.3,0,0
11/29/2025 0:01:55,BNSF8409,37.14041167,88.78353167,81.8,155.3,0,0
11/29/2025 0:01:56,BNSF8409,37.14041167,88.78353167,81.8,155.3,0,0
11/29/2025 0:01:57,BNSF8409,37.14041167,88.78353167,81.8,155.3,0,0
11/29/2025 0:01:58,BNSF8409,37.14041167,88.78353167,81.8,155.3,0,0
11/29/2025 0:01:59,BNSF8409,37.14041167,88.78353167,81.8,155.3,0,
11/29/2025 0:02:00,BNSF8409,37.14041167,88.78353167,81.8,155.3,0,
11/29/2025 0:05:34,BNSF8409,37.14041167,88.78353667,81.6,155.3,0,
11/29/2025 0:05:35,BNSF8409,37.14041167,88.78353667,81.6,155.3,0,
11/29/2025 0:05:36,BNSF8409,37.14041167,88.78353667,81.6,155.3,0,
11/29/2025 0:05:37,BNSF8409,37.14041167,88.78353667,81.6,155.3,0,
11/29/2025 0:05:38,BNSF8409,37.14041167,88.78353667,81.6,155.3,0,
11/29/2025 0:05:39,BNSF8409,37.14041167,88.78353667,81.5,155.3,0,
11/29/2025 0:05:40,BNSF8409,37.14041167,88.78353667,81.5,155.3,0,
11/29/2025 0:05:41,BNSF8409,37.14041167,88.78353667,81.5,155.3,0,
11/29/2025 0:05:42,BNSF8409,37.14041167,88.78353667,81.5,155.3,0,
11/29/2025 0:05:43,BNSF8409,37.14041167,88.78353667,81.5,155.3,0,
11/29/2025 0:05:44,BNSF8409,37.14041167,88.78353667,81.5,155.3,0,
11/29/2025 0:05:45,BNSF8409,37.14041167,88.78353667,81.5,155.3,0,
11/29/2025 0:05:46,BNSF8409,37.14041167,88.78353667,81.5,155.3,0,
11/29/2025 0:05:47,BNSF8409,37.14041167,88.78353667,81.5,155.3,0,
11/29/2025 0:05:48,BNSF8409,37.14041167,88.78353667,81.5,155.3,0,
11/29/2025 0:05:49,BNSF8409,37.14041167,88.78353667,81.5,155.3,0,
11/29/2025 0:05:50,BNSF8409,37.14041167,88.78353667,81.5,155.3,0,
11/29/2025 0:05:51,BNSF8409,37.14041167,88.78353667,81.5,155.3,0,
11/29/2025 0:05:52,BNSF8409,37.14041167,88.78353667,81.5,155.3,0,
11/29/2025 0:05:53,BNSF8409,37.14041167,88.783535,81.5,155.3,0,
11/29/2025 0:05:54,BNSF8409,37.14041167,88.783535,81.5,155.3,0,
11/29/2025 0:05:55,BNSF8409,37.14041167,88.783535,81.5,155.3,0,
11/29/2025 0:05:56,BNSF8409,37.14041167,88.783535,81.5,155.3,0,
11/29/2025 0:05:57,BNSF8409,37.14041167,88.783535,81.5,155.3,0,
11/29/2025 0:05:58,BNSF8409,37.14041167,88.783535,81.5,155.3,0,
11/29/2025 0:05:59,BNSF8409,37.14041167,88.783535,81.5,155.3,0,
11/29/2025 0:06:00,BNSF8409,37.14041167,88.783535,81.5,155.3,0,
11/29/2025 0:06:01,BNSF8409,37.14041167,88.783535,81.5,155.3,0,
11/29/2025 0:06:02,BNSF8409,37.14041167,88.783535,81.4,155.3,0,
11/29/2025 0:06:03,BNSF8409,37.14041167,88.783535,81.4,155.3,0,
11/29/2025 0:06:04,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:05,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:06,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:07,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:08,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:09,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:10,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:11,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:12,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:13,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:14,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:15,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:16,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:17,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:18,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:19,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:20,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:21,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:22,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:23,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:24,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:25,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:26,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:27,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:28,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:29,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:30,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:31,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:32,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:33,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:34,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:35,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:36,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:37,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:38,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:39,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:40,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:41,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:42,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:43,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:44,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:45,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:46,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:47,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:48,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:49,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:50,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:51,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:52,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:53,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
